ORF ID,Gene Name,Class(1:essential 2:nonessential 3:unknown),Alternative Name,Map Position,Start(BP),End(BP),Length,Direction(0:+ 1:-),Ncbi ID,Product,Swissprot Acc No,Note
1074,acpP,1,"b1094,ECK1080,JW1080",24.80430031,"1,150,838","1,151,074",237,0,1787336,acyl carrier protein (ACP),P02901; Q53352;,acyl carrier protein; GO_process: GO:0042967 - acyl-carrier-protein biosynthetic process
1078,tmk,1,"b1098,ECK1084,JW1084,ycfG",24.87989998,"1,154,347","1,154,988",642,0,1787340,thymidylate kinase,"P37345;,Q8FIN9;,Q8X8H6;","GO_process: GO:0015949 - nucleobase, nucleoside and nucleotide interconversion"
1079,holB,1,"b1099,ECK1085,JW1085",24.89369965,"1,154,985","1,155,989","1,005",0,1787341,"DNA polymerase III, delta prime subunit","P28631;,Q8FIN8;,Q8X8H5;",GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006261 - DNA-dependent DNA replication
1096,lolC,1,"b1116,ECK1102,JW5161,o399,o399a,ycfU",25.31749916,"1,174,650","1,175,849","1,200",0,1787360,lipoprotein-releasing system transmembrane protein,P75956; Q9R7N7;,membrane component of ABC superfamily; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
1097,lolD,1,"b1117,ECK1103,JW5162,o228,o228b,ycfV",25.34320068,"1,175,842","1,176,543",702,0,87081834,outer membrane-specific lipoprotein transporter subunit,"P75957; Q9R7N6;,Q8FIM7;,Q8X8E3;",putative ATP-binding component of a transport system; GO_component: GO:0005737 - cytoplasm
1098,lolE,1,"b1118,ECK1104,JW1104,o414,ycfW",25.35829926,"1,176,543","1,177,787","1,245",0,1787362,lipoprotein-releasing system transmembrane protein,"P75958;,Q8FIM6;,Q8X8E2;",putative kinase; membrane component of ABC superfamily; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
1113,mnmA,1,"asuE,b1133,ECK1119,JW1119,trmU,ycfB",25.68910027,"1,191,890","1,192,996","1,107",1,87081837,"tRNA(Gln,Lys,Glu) U34 2-thiouridylase, first step in mnm(5)-s(2)U34-tRNA synthesis",P25745; P75964;,GO_component: GO:0005737 - cytoplasm; GO_process: GO:0009451 - RNA modification
1184,pth,1,"asuA?,b1204,ECK1192,JW1195,rap",27.09569931,"1,257,152","1,257,736",585,1,1787455,peptidyl-tRNA hydrolase,P23932;,GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006418 - tRNA aminoacylation for protein translation
1187,prs,1,"b1207,dnaR,ECK1195,JW1198,prsA",27.1602993,"1,260,151","1,261,098",948,1,1787458,phosphoribosylpyrophosphate synthase,P08330; P76828; P78058;,phosphoribosylpyrophosphate synthetase; GO_process: GO:0009152 - purine ribonucleotide biosynthetic process
1188,ispE,1,"b1208,ECK1196,ipk,JW1199,ychB",27.18400002,"1,261,249","1,262,100",852,1,1787459,4-diphosphocytidyl-2-C-methylerythritol kinase,"P62615; P24209;,P62616; P24209;,Q8FI04;",GO_component: GO:0005737 - cytoplasm
1189,lolB,1,"b1209,ECK1197,hemM,JW1200,ychC",27.20229912,"1,262,100","1,262,723",624,1,1787460,lipoprotein localization factor,"P61320; P24208; Q46753;,P61321; P24208; Q46753;,Q8CW45;",outer-membrane lipoprotein; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0009279 - cell outer membrane
1190,hemA,1,"b1210,ECK1198,gtrA,JW1201",27.22039986,"1,262,937","1,264,193","1,257",0,1787461,glutamyl tRNA reductase,"P13580; Q59405;,Q8FI03;",glutamyl-tRNA reductase; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0042493 - response to drug
1191,prfA,1,"b1211,ECK1199,JW1202,sueB,uar,ups,ups?",27.24839973,"1,264,235","1,265,317","1,083",0,1787462,peptide chain release factor RF-1,P07011; P77340;,GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006412 - translation
1192,prmC,1,"b1212,ECK1200,hemK,JW1203,o277",27.27169991,"1,265,317","1,266,150",834,0,1787463,"N5-glutamine methyltransferase, modifies release factors RF-1 and RF-2","P37186; Q46754;,Q8FI02;,Q8XDF2;",possible protoporphyrinogen oxidase
1195,kdsA,1,"b1215,ECK1203,JW1206",27.31629944,"1,267,388","1,268,242",855,0,1787466,3-deoxy-D-manno-octulosonate 8-phosphate synthase,"P17579;,Q8FHZ8;,Q8XDE7;","2-dehydro-3-deoxyphosphooctulonate aldolase; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0042280 - cell surface antigen activity, host-interacting; GO_process: GO:0009244 - lipopolysaccharide core region biosynthetic process; GO_process: GO:0009248 - K antigen biosynthetic process"
1252,topA,1,"asuA?,b1274,ECK1268,JW1266,supX",28.64579964,"1,329,072","1,331,669","2,598",0,1787529,"DNA topoisomerase I, omega subunit","P06612;,Q8FHU9;,Q8X7C5;","DNA topoisomerase type I, omega protein; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006261 - DNA-dependent DNA replication; GO_process: GO:0006350 - transcription"
1255,ribA,1,"b1277,ECK1272,JW1269",28.80789948,"1,336,594","1,337,184",591,1,1787533,GTP cyclohydrolase II,"P25523; P78147;,Q8FHU5;",
1266,fabI,1,"b1288,ECK1283,envM,gts,JW1281,qmeA",29.05970001,"1,348,275","1,349,063",789,1,1787545,"enoyl-[acyl-carrier-protein] reductase, NADH-dependent","P29132;,Q8FHT4;",enoyl-[acyl-carrier-protein] reductase (NADH); GO_component: GO:0005737 - cytoplasm
1615,tyrS,1,"b1637,ECK1633,JW1629",36.9416008,"1,713,972","1,715,246","1,275",1,1787925,tyrosyl-tRNA synthetase,"P00951;,Q8FH88;",tyrosine tRNA synthetase; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006418 - tRNA aminoacylation for protein translation
1640,ribC,1,"b1662,ECK1658,JW1654,ribE",37.51610184,"1,740,625","1,741,266",642,1,1787952,"riboflavin synthase, alpha subunit","P29015;,P61714; P25540; P77114;,P61715; P25540; P77114;,P61717; P25540; P77114;,Q8FH69;,Q8X622;","riboflavin synthase, alpha chain"
1689,pheT,1,"b1713,ECK1711,JW1703",38.65750122,"1,793,581","1,795,968","2,388",1,1788006,"phenylalanine tRNA synthetase, beta subunit","P07395; Q59407;,P59664;,Q8XE32;","phenylalanine tRNA synthetase, beta-subunit; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006418 - tRNA aminoacylation for protein translation"
1690,pheS,1,"b1714,ECK1712,JW5277,phe-act",38.70920181,"1,795,983","1,796,966",984,1,1788007,"phenylalanine tRNA synthetase, alpha subunit","P08312; P78233; Q59406;,Q8XE31;","phenylalanine tRNA synthetase, alpha-subunit; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006418 - tRNA aminoacylation for protein translation"
1692,rplT,1,"b1716,ECK1714,JW1706,pdzA",38.74020004,"1,797,417","1,797,773",357,1,1788009,50S ribosomal subunit protein L20,P02421; Q47253;,"50S ribosomal subunit protein L20, and regulator; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation"
1694,infC,1,"b1718,ECK1716,fit,JW5829,srjA",38.75529861,"1,798,120","1,798,662",543,1,1788012,protein chain initiation factor IF-3,P02999; P76905;,GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006412 - translation
1695,thrS,1,"b1719,ECK1717,JW1709",38.76710129,"1,798,666","1,800,594","1,929",1,1788013,threonyl-tRNA synthetase,"P00955; P78166; P78241;,Q8XE27;",threonine tRNA synthetase; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006418 - tRNA aminoacylation for protein translation
1716,nadE,1,"b1740,ECK1738,efg,JW1729,ntrL,o275",39.23730087,"1,820,482","1,821,309",828,0,1788036,"NAD synthetase, NH3/glutamine-dependent","P18843; P78235;,Q8FH06;,Q8XDZ9;","NAD synthetase, prefers NH3 over glutamine; GO_process: GO:0009435 - NAD biosynthetic process"
1755,gapA,1,"b1779,ECK1777,JW1768",40.10620117,"1,860,795","1,861,790",996,0,1788079,glyceraldehyde-3-phosphate dehydrogenase A,P06977;,GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006096 - glycolysis; GO_process: GO:0008615 - pyridoxine biosynthetic process; GO_process: GO:0006094 - gluconeogenesis
1783,tsaB,1,"b1807,ECK1805,f231,f231b,JW1796,rpf,yeaZ",40.70539856,"1,888,596","1,889,291",696,1,1788109,tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein; binding partner and protease for TsaD,"P76256; O08476; O08477;,Q8FGV0;,Q8XDR4;",
1842,aspS,1,"b1866,ECK1867,JW1855,tls",41.95930099,"1,946,774","1,948,546","1,773",1,1788173,aspartyl-tRNA synthetase,"P21889;,Q8FGQ9;,Q8XCI7;",aspartate tRNA synthetase; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006418 - tRNA aminoacylation for protein translation
1852,argS,1,"b1876,ECK1877,JW1865,lov",42.2030983,"1,958,086","1,959,819","1,734",0,1788184,arginyl-tRNA synthetase,"P11875;,Q8FGQ0;,Q8XCH2;",arginine tRNA synthetase; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006418 - tRNA aminoacylation for protein translation
28,leuZ,1,"b1909,ECK1908,JWR0033",42.88750076,"1,989,839","1,989,925",87,1,,tRNA-Leu,,anticodon: GAG
29,cysT,1,"b1910,ECK1909,JWR0034",42.88959885,"1,989,938","1,990,011",74,1,,tRNA-Cys,,anticodon: GCA
1885,pgsA,1,"b1912,ECK1911,JW1897",42.89730072,"1,990,293","1,990,841",549,1,1788220,phosphatidylglycerophosphate synthetase,P06978;,"phosphatidylglycerophosphate synthetase = CDP-1,2-diacyl-sn-glycero-3-phosphate phosphatidyl transferase; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0008654 - phospholipid biosynthetic process"
2082,metG,1,"b2114,ECK2107,JW2101",47.25159836,"2,192,322","2,194,355","2,034",0,1788432,methionyl-tRNA synthetase,"P00959;,Q8FFX8;,Q8X7E7;",methionine tRNA synthetase; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006418 - tRNA aminoacylation for protein translation
2121,folE,1,"b2153,ECK2146,JW2140",48.30089951,"2,241,006","2,241,674",669,1,1788476,GTP cyclohydrolase I,P27511;,GO_process: GO:0046656 - folic acid biosynthetic process
2156,yejM,1,"b2188,ECK2182,JW2176,yejN",49.19309998,"2,282,398","2,284,158","1,761",0,1788515,"putative hydrolase, inner membrane",P33922; P33923;,putative sulfatase
2198,gyrA,1,"b2231,ECK2223,hisW,JW2225,nalA,nfxA,norA,parD",50.32279968,"2,334,815","2,337,442","2,628",1,1788562,"DNA gyrase (type II topoisomerase), subunit A","P09097;,Q8FFP1;,Q8XE30;","DNA gyrase, subunit A, type II topoisomerase; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006261 - DNA-dependent DNA replication; GO_process: GO:0006350 - transcription"
2201,nrdA,1,"b2234,dnaF,ECK2226,JW2228",50.49679947,"2,342,887","2,345,172","2,286",0,2367133,"ribonucleoside-diphosphate reductase 1, alpha subunit","P00452; P78088; P78177;,Q8FFN9;,Q8XE26;","ribonucleoside diphosphate reductase 1, alpha subunit, B1; GO_process: GO:0015949 - nucleobase, nucleoside and nucleotide interconversion"
2202,nrdB,1,"b2235,ECK2227,ftsB,JW2229",50.55110168,"2,345,406","2,346,536","1,131",0,1788567,"ribonucleoside-diphosphate reductase 1, beta subunit, ferritin-like protein","P00453;,Q8FFN8;","ribonucleoside-diphosphate reductase 1, beta subunit, B2; GO_process: GO:0015949 - nucleobase, nucleoside and nucleotide interconversion"
2285,folC,1,"b2315,dedC,ECK2309,JW2312",52.36780167,"2,429,696","2,430,964","1,269",1,1788654,bifunctional folylpolyglutamate synthase/ dihydrofolate synthase,"P08192; P78237;,Q8FFH6;,Q8XCR3;",dihydrofolate:folylpolyglutamate synthetase; dihydrofolate synthetase; GO_process: GO:0046656 - folic acid biosynthetic process
2286,accD,1,"b2316,dedB,ECK2310,JW2313,usg",52.39659882,"2,431,034","2,431,948",915,1,1788655,"acetyl-CoA carboxylase, beta (carboxyltransferase) subunit","P08193; P76937; P78251;,P08390;,Q8FFH3;,Q8FFH5;,Q8XCR1;","acetylCoA carboxylase, carboxytransferase component, beta subunit; GO_component: GO:0005737 - cytoplasm"
2293,fabB,1,"b2323,ECK2317,fabC,JW2320",52.55559921,"2,438,407","2,439,627","1,221",1,1788663,3-oxoacyl-[acyl-carrier-protein] synthase I,"P14926; Q9R828; Q9R829; Q9R830;,Q8XCQ8;",GO_component: GO:0005737 - cytoplasm
2365,gltX,1,"b2400,ECK2394,JW2395",54.25550079,"2,517,279","2,518,694","1,416",1,1788743,glutamyl-tRNA synthetase,"P04805;,Q8FFC9;,Q8XBN2;","glutamate tRNA synthetase, catalytic subunit; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006418 - tRNA aminoacylation for protein translation"
4321,ligA,1,"b2411,dnaL,ECK2406,JW2403,lig,ligA,lop,pdeC",54.44739914,"2,526,183","2,528,198","2,016",1,1788750,"DNA ligase, NAD(+)-dependent",,DNA ligase; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006281 - DNA repair
2373,zipA,1,"b2412,ECK2407,f328,JW2404",54.49240112,"2,528,269","2,529,255",987,1,1788752,FtsZ stabilizer,"P77173;,Q8FFC0;,Q8X492; Q8X2J6;",cell division protein involved in FtsZ ring; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
2433,dapE,1,"b2472,dapB,ECK2467,JW2456,msgB",55.81489944,"2,589,629","2,590,756","1,128",0,1788816,N-succinyl-diaminopimelate deacylase,"P04036;,P24176;,P58209;,Q8FF82;,Q8FLB4;,Q8XBE0;",GO_process: GO:0009089 - lysine biosynthetic process via diaminopimelate
2439,dapA,1,"b2478,ECK2474,JW2463",55.97169876,"2,596,904","2,597,782",879,1,1788823,dihydrodipicolinate synthase,"P05640; P78223;,P58206;",GO_component: GO:0005737 - cytoplasm; GO_process: GO:0009089 - lysine biosynthetic process via diaminopimelate
2457,hda,1,"b2496,ECK2492,f248,f248c,idaB,JW5397,yfgE",56.38529968,"2,616,097","2,616,798",702,1,226510964,ATPase regulatory factor involved in DnaA inactivation,P76570; P76979;,putative DNA replication factor; GO_process: GO:0006261 - DNA-dependent DNA replication
4322,der,1,"b2511,ECK2507,engA,f503,f503b,JW5403,yfgK",56.76919937,"2,633,906","2,635,378","1,473",1,87082120,GTPase; multicopy suppressor of ftsJ,,putative GTP-binding factor
2475,hisS,1,"b2514,ECK2510,JW2498",56.84280014,"2,637,323","2,638,597","1,275",1,1788861,histidyl tRNA synthetase,"P60906; P04804;,P60907; P04804;,P60908; P04804;",histidine tRNA synthetase; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006418 - tRNA aminoacylation for protein translation
2476,ispG,1,"b2515,ECK2511,gcpE,JW2499",56.87269974,"2,638,708","2,639,826","1,119",1,1788863,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase,"P62620; P27433; P76984; P76985;,P62621; P27433; P76984; P76985;,P62622; P27433; P76984; P76985;",
2494,suhB,1,"b2533,ECK2530,JW2517,ssyA",57.36320114,"2,661,464","2,662,267",804,0,1788882,inositol monophosphatase,P22783; P77511; Q8X2E6;,inositol-1-monophosphatase; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006350 - transcription
2523,acpS,1,"b2563,dpj,ECK2561,JW2547",58.16439819,"2,698,640","2,699,020",381,1,1788916,holo-[acyl-carrier-protein] synthase 1,"P24224;,Q8FF19;,Q8XA39;",CoA:apo-[acyl-carrier-protein] pantetheinephosphotransferase; GO_component: GO:0005737 - cytoplasm
2526,era,1,"b2566,ECK2564,JW2550,sdgE",58.20460129,"2,700,503","2,701,408",906,1,1788919,"membrane-associated, 16S rRNA-binding GTPase","P06616;,P58070;,Q8FF17;",GTP-binding protein; GO_process: GO:0007049 - cell cycle
2528,lepB,1,"b2568,ECK2566,JW2552,lep",58.24449921,"2,702,357","2,703,331",975,1,1788921,leader peptidase (signal peptidase I),"P00803; P78098;,Q8FF16;,Q8XA33;",GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
2545,pssA,1,"b2585,ECK2583,JW2569,pss",58.64089966,"2,720,749","2,722,104","1,356",0,87082134,phosphatidylserine synthase (CDP-diacylglycerol-serine O-phosphatidyltransferase),"P23830; P78100; P78256;,Q8FF04;,Q8X9F5;",phosphatidylserine synthase; phospholipid synthesis; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0008654 - phospholipid biosynthetic process
4323,bamD,1,"b2595,ecfD,ECK2593,JW2577,yfiO",58.93019867,"2,734,168","2,734,905",738,0,1788947,"lipoprotein required for OM biogenesis, in BamABCDE complex",,
2562,rplS,1,"b2606,ECK2603,JW2587",59.10340118,"2,742,205","2,742,552",348,1,1788958,50S ribosomal subunit protein L19,P02420;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
2563,trmD,1,"b2607,ECK2604,JW2588",59.11180115,"2,742,594","2,743,361",768,1,1788959,"tRNA m(1)G37 methyltransferase, SAM-dependent",P07020;,tRNA methyltransferase; tRNA (guanine-7-)-methyltransferase; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0009451 - RNA modification
2565,rpsP,1,"b2609,ECK2606,JW2590",59.14120102,"2,743,959","2,744,207",249,1,1788961,30S ribosomal subunit protein S16,P02372; P77006;,GO_component: GO:0005737 - cytoplasm; GO_function: GO:0003735 - structural constituent of ribosome; GO_process: GO:0006412 - translation
2566,ffh,1,"b2610,ECK2607,JW5414",59.15190125,"2,744,456","2,745,817","1,362",1,1788963,Signal Recognition Particle (SRP) component with 4.5S RNA (ffs),P07019; P77007; P77008;,"GTP-binding export factor binds to signal sequence, GTP and RNA"
2570,grpE,1,"b2614,ECK2610,JW2594",59.23120117,"2,748,137","2,748,730",594,1,1788967,heat shock protein,"P09372;,Q8FEY9;,Q8X9C2;",phage lambda replication; host DNA synthesis; heat shock protein; protein repair; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006457 - protein folding
2571,nadK,1,"b2615,ECK2611,JW2596,o292,yfjB,yfjE",59.24670029,"2,748,853","2,749,731",879,0,1788968,NAD kinase,"P37768; P46140; P77490;,Q8FEY7;",
48,serV,1,"b2695,ECK2690,JWR0061,supD",60.70629883,"2,816,575","2,816,667",93,1,,tRNA-Ser,,anticodon: GCU
2647,csrA,1,"b2696,ECK2691,JW2666,zfiA",60.71509933,"2,816,983","2,817,168",186,1,1789047,pleiotropic regulatory protein for carbon source metabolism,P31803;,"carbon storage regulator; controls glycogen synthesis, gluconeogenesis, cell size and surface properties; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0016052 - carbohydrate catabolic process; GO_process: GO:0006096 - glycolysis; GO_process: GO:0006094 - gluconeogenesis; GO_process: GO:0006401 - RNA catabolic process; GO_process: GO:0009386 - translational attenuation; GO_process: GO:0042330 - taxis"
2648,alaS,1,"act,ala-act,b2697,ECK2692,JW2667,lovB",60.72409821,"2,817,403","2,820,033","2,631",1,1789048,alanyl-tRNA synthetase,"P00957; P78279;,P09374;,Q8X3W8; Q8X3D4;",GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006418 - tRNA aminoacylation for protein translation
2697,ispF,1,"b2746,ECK2741,JW2716,ygbB",61.84320068,"2,869,323","2,869,802",480,1,1789103,"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase","P62617; P36663;,P62618; P36663;,Q8FEJ6;",GO_component: GO:0005737 - cytoplasm
2698,ispD,1,"b2747,ECK2742,f236,f236a,JW2717,ygbP",61.85350037,"2,869,802","2,870,512",711,1,1789104,4-diphosphocytidyl-2C-methyl-D-erythritol synthase,"Q46893;,Q8FEJ5;,Q8X7Y4;",GO_component: GO:0005737 - cytoplasm
2699,ftsB,1,"b2748,ECK2743,f103,f103a,JW2718,ygbQ",61.86920166,"2,870,531","2,870,842",312,1,1789105,cell division protein,Q46894;,
2732,eno,1,"b2779,ECK2773,JW2750",62.60490036,"2,904,665","2,905,963","1,299",1,1789141,enolase,P08324;,GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006096 - glycolysis; GO_process: GO:0009061 - anaerobic respiration; GO_process: GO:0006094 - gluconeogenesis
2733,pyrG,1,"b2780,ECK2774,JW2751",62.63479996,"2,906,051","2,907,688","1,638",1,1789142,CTP synthetase,P08398;,"GO_process: GO:0015949 - nucleobase, nucleoside and nucleotide interconversion"
2778,lgt,1,"b2828,ECK2824,JW2796,umpA",63.86619949,"2,963,184","2,964,059",876,1,1789192,phosphatidylglycerol-prolipoprotein diacylglyceryl transferase,"P60955; P37149;,P60956; P37149;,P60957; P37149;",phosphatidylglycerol-prolipoprotein diacylglyceryl transferase; a major membrane phospholipid; GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0008654 - phospholipid biosynthetic process; GO_process: GO:0006464 - protein modification process
2840,prfB,1,"b2891,ECK2886,JW5847,supK",65.37539673,"3,033,206","3,034,304","1,099",1,2367172,peptide chain release factor RF-2,"P07012; P76642;,Q8XD56;","an in-frame premature UGA termination codon is located within the prfB sequence, and a naturally occuring +1 frameshift is required for synthesis of RF-2; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006412 - translation"
4325,fbaA,1,"ald,b2925,ECK2921,fba,fbaA,fda,JW2892",66.12930298,"3,068,187","3,069,266","1,080",1,1789293,"fructose-bisphosphate aldolase, class II",,GO_process: GO:0016052 - carbohydrate catabolic process
2874,pgk,1,"b2926,ECK2922,JW2893",66.15720367,"3,069,481","3,070,644","1,164",1,1789294,phosphoglycerate kinase,"P11665;,Q8XD03;",GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006096 - glycolysis; GO_process: GO:0006094 - gluconeogenesis
2890,metK,1,"b2942,ECK2937,JW2909,metX",66.48590088,"3,084,728","3,085,882","1,155",0,1789311,S-adenosylmethionine synthetase,P04384; P30869;,"methionine adenosyltransferase 1 (AdoMet synthetase); methyl and propylamine donor, corepressor of met genes; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006556 - S-adenosylmethionine biosynthetic process"
2897,yqgF,1,"b2949,ECK2944,JW2916,o138",66.63230133,"3,091,522","3,091,938",417,0,1789318,putative Holliday junction resolvase,"P52050;,Q8XCV0;",
2966,plsC,1,"b3018,ECK3009,JW2986,parF",68.12470245,"3,160,766","3,161,503",738,1,1789395,1-acyl-sn-glycerol-3-phosphate acyltransferase,"P26647;,Q8FDK1;,Q8XBS5;",GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane; GO_process: GO:0008654 - phospholipid biosynthetic process
2967,parC,1,"b3019,ECK3010,JW2987",68.14569855,"3,161,737","3,163,995","2,259",1,1789396,"DNA topoisomerase IV, subunit A","P20082; O69154;,Q8FDJ9;",DNA topoisomerase IV subunit A; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006261 - DNA-dependent DNA replication
2978,parE,1,"b3030,ECK3021,JW2998,nfxD",68.3565979,"3,171,526","3,173,418","1,893",1,1789408,"DNA topoisomerase IV, subunit B","P20083;,Q8FDI7;,Q8XBQ4;",DNA topoisomerase IV subunit B; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006261 - DNA-dependent DNA replication
2989,ribB,1,"b3041,ECK3032,htrP,JW3009,luxH",68.57879639,"3,181,835","3,182,488",654,1,1789420,"3,4-dihydroxy-2-butanone-4-phosphate synthase","P24199;,Q8FDH9;","3,4 dihydroxy-2-butanone-4-phosphate synthase"
3004,cca,1,"b3056,ECK3046,JW3028",68.96849823,"3,199,913","3,201,151","1,239",0,1789436,fused tRNA nucleotidyl transferase/2'3'-cyclicphosphodiesterase/2'nucleotidase and phosphatase,"P06961;,Q8CXX6;,Q8XBL4;",tRNA nucleotidyl transferase; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0009451 - RNA modification
3006,folB,1,"b3058,ECK3048,f123,JW3030,ygiG",69.01869965,"3,202,243","3,202,611",369,1,87082204,bifunctional dihydroneopterinaldolase/dihydroneopterin triphosphate 2'-epimerase,"P31055; P76659;,Q8XBL2;",putative kinase; GO_process: GO:0046656 - folic acid biosynthetic process
3012,tsaD,1,"b3064,ECK3054,f337,gcp,JW3036,ygjD",69.13310242,"3,207,552","3,208,565","1,014",1,1789445,tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein; glycation binding protein,"P05852;,Q8FDG6;,Q8XBK3;",putative O-sialoglycoprotein endopeptidase
3014,dnaG,1,"b3066,dnaP,ECK3056,JW3038,parB,sdgA",69.167099,"3,209,129","3,210,874","1,746",0,1789447,DNA primase,"P02923; P02922; Q47613;,P62670; P16077;,P62671; P16077;,Q8FDG5;",DNA biosynthesis; DNA primase; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006261 - DNA-dependent DNA replication
3015,rpoD,1,"alt,b3067,ECK3057,JW3039",69.20890045,"3,211,069","3,212,910","1,842",0,1789448,"RNA polymerase, sigma 70 (sigma D) factor","P00579;,Q8FDG1;,Q8XAN5;","RNA polymerase, sigma(70) factor; regulation of proteins induced at high temperatures; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006350 - transcription"
6,rnpB,1,"b3123,ECK3111,JWR0070",70.44110107,"3,268,238","3,268,614",377,1,,"RNase P, M1 RNA component",,"RNase P is an essential enzyme responsible for the processing of the 5' ends of precursors to tRNA, 4.5S RNA, and other naturally occurring stable RNA molecules; RNase P also affects gene expression of polycistronic operon mRNAs"
3114,infB,1,"b3168,ECK3157,f890,gicD,JW3137,ssyG",71.37059784,"3,311,364","3,314,036","2,673",1,1789559,"fused protein chain initiation factor 2, IF2:membrane protein/conserved protein","P59587;,Q9EUZ5; Q9EUZ6; Q9EUZ8; Q9EUZ9; Q9EV00;",protein chain initiation factor IF-2; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006412 - translation
3115,nusA,1,"b3169,ECK3158,f495,JW3138",71.42870331,"3,314,061","3,315,548","1,488",1,1789560,transcription termination/antitermination L factor,P03003;,"transcription pausing; L factor; GO_component: GO:0005737 - cytoplasm; GO_process: GO:0006350 - transcription; GO_process: GO:0006355 - regulation of transcription, DNA-dependent"
56,leuU,1,"b3174,ECK3163,JWR0072",71.55879974,"3,320,094","3,320,180",87,1,,tRNA-Leu,,anticodon: UAG
3120,glmM,1,"b3176,ECK3165,f445,JW3143,mrsA,yhbF",71.57299805,"3,320,755","3,322,092","1,338",1,1789566,phosphoglucosamine mutase,"P31120;,Q8FD84;,Q8X9L2;","GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0005737 - cytoplasm; GO_function: GO:0042280 - cell surface antigen activity, host-interacting; GO_process: GO:0009243 - O antigen biosynthetic process; GO_process: GO:0009246 - enterobacterial common antigen biosynthetic process; GO_process: GO:0006006 - glucose metabolic process; GO_process: GO:0009252 - peptidoglycan biosynthetic process"
3122,ftsH,1,"b3178,ECK3167,f644,ftsH,hflB,JW3145,mrsC,std,tolZ",71.62190247,"3,323,023","3,324,957","1,935",1,1789568,"protease, ATP-dependent zinc-metallo","P28691;,Q8X9L0;",GO_component: GO:0009274 - peptidoglycan-based cell wall; GO_component: GO:0019866 - organelle inner membrane
4326,obgE,1,"b3183,cgtA,ECK3172,f390,JW3150,obg,yhbZ",71.74220276,"3,328,604","3,329,776","1,173",1,1789574,GTPase involved in cell partioning and DNA repair,,putative GTP-binding factor
